# time acc.x acc.y acc.z gyro.x gyro.y gyro.z
18.560747 -8.497459 0.419740 3.767263 -0.214654 0.213375 0.095939
18.570881 -8.266147 0.645854 3.686694 -0.242058 0.207555 0.089634
18.581013 -7.980256 1.116274 3.808847 -0.261216 0.192762 0.076053
18.591149 -7.691766 1.293007 3.868624 -0.247151 0.134317 0.063928
18.601321 -7.639786 1.311200 3.788055 -0.220717 0.046528 0.046467
18.611660 -7.603400 1.500927 4.219490 -0.179733 -0.034713 0.050347
18.621780 -7.956865 1.636076 4.559961 -0.149662 -0.086853 0.060775
18.631882 -8.237558 1.581497 4.611941 -0.125168 -0.130747 0.045012
18.642024 -8.406493 1.500927 4.822460 -0.075696 -0.164941 0.033371
18.652144 -8.528647 1.516521 5.082361 -0.037380 -0.169063 0.041374
18.662253 -8.772953 1.612685 5.116148 -0.002216 -0.155240 0.035554
18.672400 -8.884711 1.737437 5.170728 0.025188 -0.138507 0.023186
18.682533 -8.731369 1.441150 5.235703 0.057442 -0.148693 0.000390
18.692641 -8.978275 1.438551 5.214911 0.067627 -0.131959 0.003300
18.702776 -9.035453 1.344987 5.157732 0.079268 -0.132202 -0.010038
18.712907 -8.996468 1.212437 5.329267 0.089938 -0.134142 -0.026771
18.723042 -9.017260 0.986324 5.220109 0.088241 -0.128322 -0.044474
18.733167 -9.019859 0.768007 5.162931 0.078540 -0.113529 -0.056600
18.743272 -9.123820 0.734220 5.360455 0.074175 -0.093643 -0.049810
18.753385 -9.100428 0.796596 5.396841 0.063505 -0.077637 -0.053932
18.763795 -9.206988 0.625062 4.981000 0.040709 -0.056296 -0.062420
18.773965 -9.064042 0.653651 5.121346 0.040709 -0.037623 -0.059510
18.784152 -9.058844 0.721225 5.056371 0.019368 -0.003187 -0.048840
18.794293 -9.038052 0.645854 4.874441 -0.017251 0.008454 -0.062663
18.804419 -8.871716 0.910953 4.983599 -0.030347 0.009666 -0.051750
18.814523 -8.780750 0.884962 4.640530 -0.028892 -0.011917 -0.059025
18.824635 -8.718374 0.786200 4.669119 -0.031317 -0.017252 -0.060480
18.834776 -8.650800 0.796596 4.606743 -0.025497 -0.014585 -0.057570
18.844943 -8.526048 0.799195 4.731495 -0.015069 -0.024285 -0.050780
18.855108 -8.578028 0.905754 4.528772 -0.032772 -0.032045 -0.054660
18.865244 -8.650800 0.947339 4.619738 -0.039077 -0.054356 -0.055387
18.875523 -8.507855 0.781002 4.796470 -0.033257 -0.090975 -0.074303
18.885642 -8.720973 1.056497 4.955010 -0.036409 -0.083215 -0.065815
18.895820 -8.624810 0.861571 4.765282 -0.032529 -0.094370 -0.077698
18.905985 -8.694983 0.905754 4.809465 -0.014341 -0.102858 -0.076486
18.916131 -8.897706 1.074690 4.900431 -0.007308 -0.095825 -0.071393
18.926264 -8.947087 1.176051 5.064168 0.017185 -0.086368 -0.061208
18.936392 -9.061443 1.176051 4.926421 0.023976 -0.065269 -0.065330
18.946499 -9.108226 1.233230 5.019985 0.047499 -0.047808 -0.058055
18.956604 -8.889909 1.324195 4.825059 0.091636 -0.038836 -0.065573
18.966750 -8.902904 1.451546 4.970604 0.125830 -0.011917 -0.049082
18.976877 -8.733968 1.495729 4.962807 0.177242 -0.013857 -0.044717
18.987012 -8.565033 1.636076 4.957609 0.211193 -0.029620 -0.038412
18.997153 -8.510454 1.607487 5.009589 0.249267 -0.056054 -0.045202
19.007249 -8.650800 1.753031 5.012188 0.265758 -0.060419 -0.044474
19.017503 -8.489661 1.503526 5.235703 0.289524 -0.083457 -0.051265
19.027604 -8.614414 1.506125 5.152534 0.291949 -0.082487 -0.059995
19.037741 -8.604018 1.404764 5.019985 0.308682 -0.100676 -0.077456
19.047875 -8.819736 1.394368 5.064168 0.312078 -0.098251 -0.083276
19.058015 -8.759958 1.178650 5.188921 0.331236 -0.115711 -0.090309
19.068153 -8.778151 1.254022 5.233104 0.328083 -0.106981 -0.093461
19.078289 -8.931493 1.077289 5.266891 0.315958 -0.086610 -0.092734
19.088434 -8.970478 1.079888 5.207114 0.295829 -0.063329 -0.098069
19.098583 -8.811939 0.983725 5.222708 0.286614 -0.050961 -0.104374
19.108750 -8.798943 0.905754 5.373450 0.266728 -0.045383 -0.105587
19.118839 -8.640404 0.968131 5.201916 0.260423 -0.048051 -0.105829
19.128941 -8.848325 0.905754 5.014787 0.240052 -0.042716 -0.111892
19.139076 -8.681988 0.981126 5.178525 0.238112 -0.030833 -0.112377
19.149287 -8.772953 1.228032 5.256495 0.228897 -0.012159 -0.098554
19.159496 -8.801543 1.199442 4.934218 0.210951 -0.003672 -0.126443
19.169608 -8.741765 1.280012 4.993995 0.210708 -0.003187 -0.117470
19.179760 -8.606617 1.308601 5.079762 0.218226 -0.008522 -0.126928
19.189883 -8.681988 1.298205 5.009589 0.216529 -0.007794 -0.132748
19.200107 -8.619612 1.357982 5.058970 0.230837 -0.006339 -0.127413
19.210246 -8.632607 1.241027 4.916025 0.227927 -0.006582 -0.154331
19.220394 -8.856122 1.147462 4.874441 0.201493 0.009424 -0.162577
19.230543 -8.726171 1.228032 5.004391 0.216044 0.019124 -0.159667
19.240713 -8.666394 1.176051 4.853648 0.203433 0.017184 -0.184645
19.250846 -8.663795 1.113675 4.845851 0.195673 0.019852 -0.185130
19.260963 -8.630008 1.103279 4.910827 0.193005 0.015244 -0.184160
19.271070 -8.674191 1.155259 4.835455 0.178454 0.011364 -0.187070
19.281202 -8.497459 0.934344 4.993995 0.182335 -0.002944 -0.199681
19.291508 -8.749562 0.918750 5.025183 0.164874 0.012819 -0.207684
19.301640 -8.624810 0.981126 4.962807 0.158811 0.017427 -0.216414
19.311772 -8.720973 1.144863 5.045975 0.149838 0.040223 -0.218597
19.321930 -8.757359 1.254022 4.918624 0.124617 0.055258 -0.241393
19.332050 -8.679389 1.194244 4.931619 0.126315 0.063989 -0.251336
19.342186 -8.731369 1.318997 4.775678 0.099881 0.087027 -0.273404
19.352365 -8.804142 1.144863 4.760084 0.081693 0.103518 -0.284559
19.362501 -8.913300 0.986324 4.812064 0.045074 0.105215 -0.305415
19.372629 -8.913300 0.955136 5.017386 0.010880 0.121221 -0.323846
19.382756 -8.952285 0.749814 4.921223 -0.014341 0.120736 -0.347370
19.392882 -9.071839 0.622463 5.014787 -0.052173 0.145957 -0.344217
19.402991 -8.975676 0.575680 4.817262 -0.086609 0.168753 -0.338882
19.413126 -8.757359 0.430136 4.949812 -0.093399 0.160508 -0.322148
19.423272 -8.705379 0.271596 4.757485 -0.121773 0.160265 -0.312691
19.433412 -8.692384 0.167636 4.682114 -0.157180 0.153960 -0.314873
19.443558 -8.650800 0.053280 4.749688 -0.168577 0.135772 -0.308083
19.453705 -8.785948 0.191027 4.835455 -0.185553 0.095030 -0.286014
19.463822 -9.165404 0.006498 4.799069 -0.196951 0.027370 -0.261521
19.473931 -9.734587 -0.250804 5.058970 -0.204954 -0.025740 -0.255701
19.484079 -10.488299 -0.528898 5.355257 -0.229933 -0.017252 -0.258126
19.494318 -10.545477 -0.916151 5.537188 -0.228235 0.031735 -0.242120
19.504471 -10.553274 -1.012314 5.451420 -0.226295 0.116371 -0.202106
19.514643 -10.262185 -0.973329 5.243500 -0.208107 0.197369 -0.118440
19.524718 -9.570849 -0.962933 5.032980 -0.184341 0.256542 -0.040109
19.534824 -8.970478 -0.981126 4.887436 -0.167607 0.288068 0.021973
19.544937 -8.206370 -1.066893 4.692510 -0.167607 0.266970 0.045012
19.555047 -7.884092 -1.129269 4.635332 -0.195011 0.242961 0.052287
19.565196 -7.670974 -0.918750 4.593748 -0.208592 0.194702 0.052530
19.575416 -7.530627 -0.630260 4.765282 -0.211987 0.132862 0.057380
19.585634 -7.665776 -0.505507 4.671718 -0.216352 0.056713 0.035311
19.595774 -7.889290 -0.292388 4.687312 -0.218535 -0.008522 0.017608
19.605904 -8.367508 -0.165037 4.575555 -0.210532 -0.057266 -0.015131
19.616046 -8.780750 -0.081869 4.903030 -0.191858 -0.076425 -0.020223
19.626200 -9.110825 -0.074072 4.773079 -0.179490 -0.075455 -0.039382
19.636348 -9.279760 -0.237809 4.799069 -0.173913 -0.047566 -0.041564
19.646483 -9.342136 -0.172834 4.900431 -0.153542 -0.012402 -0.032834
19.656624 -9.121221 -0.349567 4.957609 -0.120803 0.016699 -0.016586
19.666786 -9.040651 -0.391151 4.858847 -0.099947 0.039010 -0.011251
19.676891 -9.079636 -0.482116 4.801668 -0.083456 0.051378 -0.003490
19.687021 -8.975676 -0.687438 4.614540 -0.070118 0.049438 -0.005915
19.697163 -8.861320 -0.752413 4.897832 -0.060175 0.040465 -0.008825
19.707384 -8.798943 -0.739418 4.871842 -0.073029 0.036100 -0.014888
19.717529 -8.801543 -0.871967 4.791272 -0.081516 0.017427 -0.037684
19.727648 -8.772953 -0.952537 4.702906 -0.089762 -0.002702 -0.041079
19.737812 -8.824934 -0.783601 4.845851 -0.086367 -0.006824 -0.023861
19.747962 -8.921097 -0.713428 4.830257 -0.081759 -0.011189 -0.016343
19.758105 -8.913300 -0.703032 4.767881 -0.071573 -0.014342 -0.004703
19.768321 -8.947087 -0.778403 4.705505 -0.068421 -0.019192 0.003543
19.778489 -8.840528 -0.666646 4.866644 -0.050718 -0.017980 0.021003
19.788635 -8.856122 -0.630260 4.874441 -0.043685 -0.019920 0.022943
19.798754 -8.944488 -0.778403 4.848450 -0.057750 -0.018222 0.019063
19.808858 -8.957483 -0.755012 4.791272 -0.066966 -0.013857 0.009848
19.818992 -8.848325 -0.786200 4.845851 -0.069876 -0.017737 0.003785
19.829124 -8.895107 -0.713428 4.705505 -0.089762 -0.006824 -0.002278
19.839261 -8.952285 -0.627661 4.783475 -0.098492 -0.000761 -0.005188
19.849435 -8.908102 -0.729022 4.650926 -0.097037 -0.001247 -0.013433
19.859551 -9.019859 -0.448329 4.861446 -0.110375 0.017912 0.002573
19.869666 -8.939290 -0.495111 4.736693 -0.096309 0.013304 0.001360
19.879800 -8.884711 -0.596472 4.679515 -0.097037 0.010879 -0.008340
19.889939 -8.853523 -0.721225 4.695109 -0.095582 -0.005612 -0.007128
19.900077 -8.965280 -0.513304 4.843252 -0.097765 -0.010704 0.006938
19.910234 -9.022458 -0.479517 4.741891 -0.109648 -0.003672 0.017123
19.920367 -9.017260 -0.469121 4.822460 -0.103827 0.004089 0.023671
19.930474 -8.949686 -0.557487 4.866644 -0.115225 0.020337 0.023913
19.940585 -8.900305 -0.705631 4.975802 -0.138264 0.015002 0.021488
19.950704 -8.726171 -0.796596 4.916025 -0.139719 0.001906 0.020761
19.960809 -8.876914 -0.505507 4.981000 -0.155482 0.015244 0.032159
19.970937 -8.861320 -0.575680 4.749688 -0.159605 0.015002 0.035554
19.981079 -8.988671 -0.450928 4.692510 -0.176095 0.017427 0.027794
19.991180 -9.001666 -0.417141 4.799069 -0.182158 0.018397 0.035796
20.001370 -8.965280 -0.534096 4.754886 -0.195496 0.016214 0.020276
20.011509 -9.056245 -0.547091 4.843252 -0.208834 0.015972 0.022701
20.021619 -8.954884 -0.684839 4.754886 -0.219505 0.006271 0.021003
20.031738 -9.009463 -0.609468 4.687312 -0.236238 0.010151 0.029491
20.041840 -8.978275 -0.799195 4.697708 -0.249576 0.012819 0.028279
20.051973 -8.957483 -0.575680 4.853648 -0.272614 0.033675 0.043799
20.062090 -8.798943 -0.700433 4.827658 -0.294683 0.028340 0.034099
20.072198 -8.850924 -0.793997 4.692510 -0.322086 0.032705 0.028521
20.082332 -8.830132 -0.783601 4.710703 -0.338820 0.034645 0.029734
20.092481 -8.871716 -0.731621 4.929020 -0.349490 0.034402 0.042344
20.102628 -8.715775 -0.752413 4.713302 -0.363313 0.015729 0.037979
20.112762 -8.897706 -0.692636 4.559961 -0.384896 0.021792 0.046709
20.122884 -8.856122 -0.729022 4.575555 -0.407450 0.012577 0.041617
20.133021 -8.791146 -0.661448 4.848450 -0.428548 0.002391 0.037737
20.143154 -8.874315 -0.500309 4.866644 -0.468077 0.008211 0.030946
20.153561 -8.655998 -0.656250 5.038178 -0.477778 -0.014585 0.011545
20.163696 -8.858721 -0.430136 4.923822 -0.513427 -0.009007 0.007665
20.173829 -8.897706 -0.393750 4.835455 -0.514882 -0.015797 0.002330
20.183990 -8.822335 -0.333973 4.726297 -0.519005 -0.018465 -0.000580
20.194114 -8.661196 -0.256002 4.744490 -0.502514 -0.022587 -0.001550
20.204230 -8.757359 -0.133849 4.832856 -0.492813 -0.028893 0.005240
20.214372 -8.697582 -0.167636 4.838054 -0.484568 -0.049749 0.006210
20.224488 -8.923696 -0.097463 4.749688 -0.495481 -0.056054 0.008393
20.234607 -8.939290 -0.037686 4.741891 -0.468805 -0.060904 0.012273
20.244716 -8.858721 0.003899 4.684713 -0.452072 -0.063329 0.019063
20.254828 -9.004265 -0.068874 4.747089 -0.434369 -0.060904 0.013000
20.264933 -8.889909 -0.154641 4.645728 -0.429761 -0.073757 -0.001550
20.275063 -8.882112 -0.105260 4.783475 -0.414240 -0.078607 0.001360
20.285295 -8.811939 -0.035087 4.884837 -0.392899 -0.090975 0.009605
20.295531 -8.952285 0.071473 4.695109 -0.365981 -0.092430 0.021973
20.305671 -8.947087 0.118255 4.682114 -0.340275 -0.088550 0.031431
20.315804 -8.923696 0.042884 4.809465 -0.316024 -0.084912 0.039677
20.325948 -8.882112 0.162438 4.918624 -0.300988 -0.083215 0.053015
20.336089 -8.869117 0.219616 4.858847 -0.284255 -0.082972 0.042102
20.346227 -8.882112 0.087067 4.760084 -0.264369 -0.089520 0.038464
20.356368 -8.861320 0.191027 4.981000 -0.240846 -0.099948 0.045012
20.366489 -8.934092 0.032488 4.710703 -0.219505 -0.098251 0.032401
20.376597 -9.053646 0.022092 4.728896 -0.195739 -0.081517 0.045012
20.386739 -8.941889 -0.042884 4.892634 -0.169063 -0.077152 0.043557
20.396885 -9.006864 0.003899 4.913426 -0.147479 -0.063329 0.050832
20.407023 -8.949686 0.113057 4.843252 -0.129291 -0.046838 0.061017
20.417173 -8.900305 -0.066275 4.882238 -0.111588 -0.048293 0.045254
20.427347 -8.902904 -0.011696 5.035579 -0.082971 -0.037866 0.055925
20.437466 -8.928894 0.149443 5.074564 -0.073514 -0.044413 0.058350
20.447573 -9.064042 0.014295 5.032980 -0.058478 -0.061389 0.062230
20.457693 -8.986072 -0.211819 5.009589 -0.021131 -0.057509 0.050105
20.467782 -9.006864 -0.172834 5.019985 0.002635 -0.017737 0.052287
20.477874 -8.926295 -0.113057 4.879639 0.018155 0.015244 0.046467
20.487979 -8.936691 0.022092 5.100554 0.050894 0.027612 0.048892
20.498073 -8.892508 0.136448 5.043376 0.080723 0.023247 0.038464
20.508184 -8.978275 0.149443 5.064168 0.120495 0.019609 0.038707
20.518314 -8.970478 0.175433 4.991396 0.162449 0.029552 0.026581
20.528423 -8.889909 0.100062 4.986198 0.186700 0.044830 -0.000095
20.538537 -8.897706 0.214418 5.053772 0.210466 0.066414 -0.003248
20.548676 -8.772953 0.287190 4.968005 0.239082 0.068354 -0.023619
20.558779 -8.707978 0.271596 4.957609 0.258725 0.062049 -0.037199
20.568948 -8.676790 0.219616 4.799069 0.298254 0.057441 -0.043262
20.579065 -8.580627 0.237809 4.866644 0.337299 0.050166 -0.046172
20.589177 -8.785948 0.240408 4.788673 0.374645 0.057441 -0.042292
20.599371 -8.744364 0.313181 4.923822 0.430422 0.041920 -0.036472
20.609488 -8.837929 0.128651 4.853648 0.466556 0.036828 -0.045444
20.620008 -8.962681 0.157240 4.825059 0.499780 0.036100 -0.041322
20.630123 -8.848325 0.243007 5.012188 0.543432 0.035615 -0.043747
20.640225 -8.949686 0.154641 4.973203 0.561863 0.039738 -0.052235
20.650332 -8.962681 -0.071473 4.975802 0.565258 0.033190 -0.074788
20.660444 -8.783349 -0.136448 5.261693 0.596299 0.029795 -0.075273
20.670632 -8.918498 -0.055879 5.222708 0.606242 0.041193 -0.078183
20.680768 -9.022458 -0.188428 5.196718 0.617155 0.054046 -0.078183
20.690874 -8.910701 -0.245606 5.006990 0.627583 0.056713 -0.087884
20.700984 -8.871716 -0.495111 4.843252 0.641164 0.058168 -0.088854
20.711092 -8.798943 -0.471720 4.970604 0.647954 0.064231 -0.083761
20.721280 -8.915899 -0.315780 5.032980 0.663232 0.077812 -0.068240
20.731403 -8.835330 -0.230012 5.092757 0.658382 0.083632 -0.064845
20.741557 -8.848325 -0.268997 4.993995 0.657169 0.077812 -0.064118
20.752312 -8.658597 -0.430136 4.957609 0.657897 0.059139 -0.080366
20.762415 -8.645602 -0.419740 4.895233 0.660322 0.047983 -0.073818
20.772525 -8.806741 -0.482116 4.661322 0.636071 0.039253 -0.076971
20.782617 -8.892508 -0.606868 4.697708 0.632433 0.021064 -0.080123
20.792702 -8.830132 -0.458725 4.900431 0.634373 0.020094 -0.075758
20.802806 -8.897706 -0.443131 4.921223 0.625886 0.019609 -0.074061
20.812932 -8.788547 -0.484715 5.051173 0.606242 0.022519 -0.082063
20.823051 -8.692384 -0.411943 4.890035 0.596542 0.015487 -0.084246
20.833170 -8.887310 -0.352166 4.827658 0.569623 0.027855 -0.079396
20.843297 -8.879513 -0.414542 4.770480 0.575686 0.028097 -0.078183
20.853420 -8.915899 -0.357364 4.786074 0.572048 0.033190 -0.073091
20.863558 -8.850924 -0.328775 4.858847 0.568653 0.030280 -0.062178
20.873697 -8.913300 -0.417141 4.786074 0.547312 0.026400 -0.061693
20.883822 -8.804142 -0.471720 4.770480 0.530094 0.010879 -0.068968
20.893953 -8.905503 -0.388552 4.887436 0.509723 0.015244 -0.062905
20.904073 -8.931493 -0.320978 4.968005 0.498810 0.015729 -0.059510
20.914162 -8.830132 -0.256002 4.895233 0.486200 0.007969 -0.061208
20.924287 -9.043250 -0.232611 4.949812 0.470922 0.006271 -0.057812
20.934406 -8.970478 -0.258601 5.027782 0.445943 -0.001732 -0.060965
20.944551 -8.970478 -0.191027 4.877040 0.416114 0.001664 -0.067513
20.954655 -8.902904 0.120854 4.944614 0.386528 -0.013129 -0.066785
20.964760 -8.944488 0.287190 4.973203 0.401806 -0.023072 -0.062420
20.974885 -8.887310 0.087067 4.825059 0.420480 -0.034955 -0.079396
20.985009 -9.006864 0.097463 4.822460 0.418539 -0.009249 -0.086914
20.995229 -9.061443 -0.019493 4.788673 0.423632 0.001179 -0.100494
21.005349 -8.986072 -0.001300 4.962807 0.415387 -0.000761 -0.103889
21.015454 -8.975676 -0.139047 4.884837 0.395258 -0.005127 -0.110195
21.025581 -8.817137 -0.263799 4.778277 0.400594 -0.016040 -0.119895
21.035666 -8.858721 -0.146844 4.890035 0.373190 -0.001974 -0.114560
21.045768 -8.791146 -0.139047 4.695109 0.351122 0.007726 -0.113105
21.055893 -8.788547 0.040285 4.838054 0.341179 0.017427 -0.107285
21.066028 -8.895107 0.084468 4.801668 0.315473 0.010151 -0.114075
21.076165 -8.915899 0.141646 4.825059 0.317655 -0.014342 -0.121350
21.086293 -8.830132 0.139047 4.856248 0.309895 -0.025255 -0.131293
21.096404 -8.843127 -0.107859 4.747089 0.291707 -0.037138 -0.149239
21.106502 -9.012062 -0.063676 4.762683 0.282734 -0.025012 -0.133961
21.116611 -8.902904 -0.040285 4.830257 0.267941 -0.023800 -0.128625
21.126713 -9.025057 -0.014295 4.747089 0.244902 -0.009734 -0.125473
21.136837 -8.837929 -0.120854 4.684713 0.241265 -0.012887 -0.119895
21.146971 -8.988671 -0.045483 4.734094 0.219681 -0.001004 -0.106800
21.157130 -8.970478 -0.032488 4.806866 0.197855 0.006756 -0.091036
21.167238 -8.858721 -0.159839 4.661322 0.170694 -0.007309 -0.099282
21.177326 -9.092631 -0.035087 4.721099 0.151051 0.006514 -0.082791
21.188174 -9.017260 -0.092265 4.632733 0.120495 0.010879 -0.079153
21.198295 -9.027656 -0.068874 4.741891 0.111522 0.015244 -0.057812
21.208428 -8.965280 -0.009097 4.754886 0.093333 0.019124 -0.046414
21.218637 -8.884711 -0.209220 4.848450 0.082420 0.013789 -0.043504
21.228758 -8.928894 -0.146844 4.858847 0.063262 0.020337 -0.023861
21.238911 -8.830132 -0.048082 4.814663 0.053319 0.024217 -0.013191
21.249036 -9.053646 0.035087 4.786074 0.035859 0.040950 -0.003733
21.259184 -9.056245 0.003899 4.747089 0.009910 0.047256 0.006210
21.269468 -9.043250 -0.003899 4.765282 -0.000275 0.057441 0.012273
21.279616 -8.889909 -0.149443 4.780876 -0.006823 0.043375 0.004270
21.289745 -9.025057 -0.113057 4.687312 -0.033499 0.055986 0.016638
21.299853 -8.949686 -0.149443 4.744490 -0.045625 0.053803 0.015183
21.309945 -8.973077 -0.100062 4.721099 -0.057508 0.064959 0.022458
21.320035 -8.939290 -0.089666 4.708104 -0.061873 0.071022 0.031189
21.330135 -8.908102 -0.011696 4.775678 -0.065511 0.070779 0.039434
21.340256 -8.876914 -0.123453 4.861446 -0.084669 0.062776 0.038707
21.350384 -8.874315 -0.162438 4.713302 -0.108192 0.066656 0.037251
21.360522 -8.778151 -0.172834 4.819861 -0.117165 0.040708 0.039677
21.370651 -8.897706 -0.250804 4.822460 -0.136809 0.040223 0.038222
21.380761 -8.889909 -0.302784 4.718500 -0.160090 0.032947 0.029249
21.390889 -8.999067 -0.305384 4.731495 -0.187978 0.043618 0.028036
21.401005 -8.806741 -0.372958 4.869243 -0.191131 0.030765 0.026096
21.411116 -8.830132 -0.318379 4.767881 -0.198649 0.021549 0.027794
21.421237 -8.973077 -0.105260 4.801668 -0.220960 0.024702 0.036524
21.431328 -8.840528 -0.180631 4.890035 -0.217322 0.017912 0.041859
21.441452 -8.798943 -0.263799 4.679515 -0.233570 0.018154 0.029734
21.451595 -8.962681 -0.045483 4.806866 -0.247151 0.039253 0.036039
21.461714 -8.897706 -0.139047 4.814663 -0.252243 0.035858 0.029006
21.471848 -8.908102 -0.191027 4.760084 -0.258791 0.033917 0.016881
21.481974 -8.957483 -0.211819 4.614540 -0.284012 0.032220 0.015911
21.492117 -8.887310 -0.193626 4.858847 -0.284255 0.023005 0.019548
21.502241 -8.811939 -0.222215 4.744490 -0.299048 0.017427 0.019306
21.512346 -8.947087 -0.300185 4.682114 -0.308263 0.009909 0.012030
21.522474 -8.934092 -0.232611 4.819861 -0.307293 0.017184 0.018336
21.532610 -8.835330 -0.323577 4.697708 -0.303656 0.027370 0.021246
21.542724 -8.960082 -0.232611 4.674317 -0.312386 0.037313 0.028764
21.552827 -8.931493 -0.188428 4.830257 -0.313114 0.035373 0.032886
21.562947 -8.970478 -0.287190 4.900431 -0.317236 0.033675 0.030219
21.573061 -8.993869 -0.310582 4.760084 -0.336879 0.035858 0.021488
21.583188 -8.892508 -0.274195 4.981000 -0.331059 0.023975 0.025126
21.593330 -8.921097 -0.346968 4.827658 -0.348762 0.016457 0.019306
21.603472 -8.921097 -0.424938 4.767881 -0.344640 0.018397 0.030461
21.613585 -8.910701 -0.427537 4.905629 -0.336152 0.028340 0.046467
21.623711 -8.731369 -0.510705 4.757485 -0.337607 0.031250 0.046224
21.633909 -8.767755 -0.489913 4.702906 -0.341002 0.039738 0.050590
21.644067 -8.791146 -0.458725 4.879639 -0.346580 0.034888 0.060047
21.654204 -8.754760 -0.500309 4.726297 -0.363313 0.033432 0.051802
21.664328 -8.801543 -0.359963 4.825059 -0.357735 0.033432 0.060775
21.674448 -8.913300 -0.404146 4.645728 -0.379076 0.035615 0.055197
21.684579 -8.811939 -0.357364 4.801668 -0.373256 0.022762 0.054470
21.694781 -8.843127 -0.320978 4.695109 -0.388292 0.023732 0.060290
21.704900 -8.837929 -0.339171 4.754886 -0.396052 0.013789 0.063685
21.715025 -8.775552 -0.349567 4.588550 -0.397265 -0.003429 0.071445
21.725128 -8.822335 -0.300185 4.518376 -0.402842 0.003604 0.095211
21.735258 -8.900305 -0.409344 4.666520 -0.389262 -0.015070 0.110005
21.745447 -8.822335 -0.326176 4.731495 -0.383684 -0.028893 0.124070
21.755538 -8.793745 -0.367760 4.598946 -0.388534 -0.053386 0.113885
21.765628 -8.913300 -0.339171 4.630134 -0.394597 -0.064299 0.123585
21.775744 -8.791146 -0.404146 4.567758 -0.389504 -0.085155 0.117037
21.785866 -8.814538 -0.227413 4.676916 -0.370831 -0.089763 0.141288
21.796027 -8.767755 -0.292388 4.635332 -0.370831 -0.098493 0.129405
21.806145 -8.848325 -0.256002 4.453401 -0.361373 -0.096553 0.138378
21.816250 -8.733968 -0.300185 4.775678 -0.337850 -0.114256 0.135711
21.826384 -8.785948 -0.245606 4.799069 -0.321844 -0.109891 0.128193
21.836524 -8.947087 -0.110458 4.939416 -0.302201 -0.091218 0.132315
21.846636 -8.804142 -0.250804 4.806866 -0.283770 -0.093885 0.119705
21.856832 -8.910701 -0.167636 4.796470 -0.279405 -0.070119 0.108549
21.866921 -8.978275 -0.094864 4.783475 -0.265582 -0.054599 0.102729
21.877022 -8.962681 -0.110458 4.598946 -0.264369 -0.038108 0.086481
21.887142 -8.871716 0.071473 4.848450 -0.241573 -0.032288 0.089876
21.897520 -8.884711 0.001300 4.754886 -0.234783 -0.036653 0.073385
21.907636 -9.017260 -0.045483 4.827658 -0.227507 -0.030105 0.066110
21.917787 -8.936691 -0.016894 4.793871 -0.219505 -0.033500 0.051317
21.927935 -9.043250 -0.092265 4.689911 -0.217565 -0.025983 0.037979
21.938065 -8.962681 -0.120854 4.905629 -0.205924 -0.033985 0.024641
21.948153 -9.064042 -0.066275 4.921223 -0.201074 -0.024042 0.024641
21.958270 -8.949686 0.003899 4.866644 -0.176095 -0.024770 0.023913
21.968449 -9.092631 0.084468 4.757485 -0.165667 -0.008279 0.024398
21.978567 -8.947087 -0.011696 4.827658 -0.135111 -0.012644 0.010090
21.988656 -8.889909 -0.152042 4.507980 -0.122743 -0.012887 0.002815
21.998745 -8.871716 -0.009097 4.731495 -0.106010 -0.008279 0.003543
22.008860 -8.905503 -0.045483 4.747089 -0.095097 -0.001247 0.003300
22.018976 -8.895107 -0.001300 4.710703 -0.077151 0.004816 0.001845
22.029126 -8.936691 -0.105260 4.684713 -0.076181 0.013304 -0.004218
22.039277 -8.915899 -0.063676 4.635332 -0.057265 0.017184 0.002330
22.049362 -8.866518 -0.149443 4.695109 -0.043685 0.011364 -0.001793
22.059468 -8.967879 -0.035087 4.609342 -0.027679 0.022034 0.010333
22.069597 -9.012062 -0.040285 4.658723 -0.009006 0.026885 0.015911
22.079748 -8.902904 -0.178032 4.708104 0.005787 0.013062 0.006938
22.089913 -8.809340 -0.144245 4.744490 0.008697 0.010879 0.001360
22.100074 -8.967879 -0.081869 4.929020 0.012335 0.023005 -0.000580
22.110219 -9.053646 0.089666 4.757485 0.010152 0.044830 0.013243
22.120365 -8.975676 0.074072 4.851049 0.023490 0.054046 0.005483
22.130496 -9.082235 0.115656 4.757485 0.031251 0.072234 0.004028
22.140618 -8.905503 -0.144245 4.656124 0.050894 0.057683 -0.015616
22.150733 -8.822335 -0.089666 4.734094 0.069810 0.061564 -0.004703
22.160870 -8.975676 -0.170235 4.765282 0.070052 0.065201 -0.011978
22.171001 -8.848325 -0.154641 4.778277 0.072478 0.062534 -0.014161
22.181154 -8.798943 -0.240408 4.580753 0.069810 0.057198 -0.025074
22.191486 -8.775552 -0.204022 4.671718 0.069325 0.052106 -0.029196
22.201735 -8.824934 -0.232611 4.635332 0.067627 0.049438 -0.033076
22.211851 -8.897706 -0.087067 4.770480 0.071265 0.051378 -0.031379
22.221956 -8.936691 -0.178032 4.630134 0.075145 0.054288 -0.044232
22.232242 -8.988671 -0.146844 4.715901 0.072963 0.051863 -0.045444
22.242386 -8.757359 -0.237809 4.689911 0.082905 0.036100 -0.054175
22.252521 -8.934092 -0.032488 4.793871 0.071022 0.045800 -0.042292
