# time acc.x acc.y acc.z gyro.x gyro.y gyro.z
3.163693 -0.897957 9.607235 4.037560 0.003927 -0.002587 -0.192347
3.174004 -0.897957 9.443498 3.910208 -0.000681 0.001536 -0.190407
3.184143 -0.929146 9.654017 4.128525 -0.006744 0.021421 -0.166884
3.194230 -0.921349 9.578646 4.141520 0.006594 0.014631 -0.150636
3.204346 -0.921349 9.656616 4.170109 0.027935 -0.002345 -0.133417
3.214491 -0.591274 9.521468 4.131124 0.046851 -0.016895 -0.127112
3.224633 -0.827784 9.612433 4.188302 0.051459 -0.025141 -0.115229
3.234774 -0.960334 9.602037 4.261075 0.068677 -0.037994 -0.100921
3.244920 -0.793997 9.531864 4.240282 0.103113 -0.055454 -0.083703
3.255044 -0.887561 9.362928 4.024565 0.111359 -0.077280 -0.071820
3.265148 -1.043502 9.381121 4.019367 0.094140 -0.069277 -0.065272
3.275275 -1.191645 9.557854 3.925802 0.065767 -0.035811 -0.039809
3.285391 -0.908353 9.490280 3.866025 0.062614 -0.023200 -0.029381
3.295511 -1.074690 9.565651 3.936198 0.033755 0.005416 -0.021378
3.305634 -0.996720 9.487681 4.167510 0.027450 0.000081 -0.022833
3.315744 -0.955136 9.539661 3.925802 0.011445 0.023119 -0.027198
3.325836 -0.765408 9.542260 4.240282 0.021145 0.008083 -0.035928
3.335948 -0.786200 9.560453 4.071347 0.015567 0.010751 -0.050721
3.346082 -0.588675 9.469488 3.954392 0.015810 0.001536 -0.072790
3.356233 -0.918750 9.581245 4.037560 -0.000438 0.005173 -0.074972
3.366388 -0.939542 9.596839 3.998575 -0.001894 0.006143 -0.081763
3.376533 -1.103279 9.568250 4.120728 0.007079 -0.010590 -0.081520
3.386667 -1.025309 9.466889 4.063550 0.002957 0.007113 -0.087098
3.396795 -0.903155 9.628027 4.170109 0.008534 0.002263 -0.064545
3.406909 -0.975928 9.409711 3.946595 0.003442 -0.008892 -0.080550
3.417038 -0.947339 9.396715 3.923203 -0.009169 -0.005982 -0.074730
3.427258 -0.936943 9.420107 4.011570 -0.019112 0.001536 -0.062362
3.437394 -0.840779 9.490280 3.928401 -0.011351 -0.007922 -0.061149
3.447517 -1.048700 9.565651 4.047956 -0.008684 -0.007195 -0.050721
3.457639 -1.056497 9.539661 3.943995 -0.019597 -0.005982 -0.048539
3.467769 -1.066893 9.594240 4.118129 -0.006744 -0.003557 -0.030593
3.477895 -1.048700 9.552656 4.190901 -0.010381 -0.004527 -0.025500
3.488012 -1.105878 9.459092 4.092139 -0.004804 -0.023685 -0.033261
3.498135 -0.923948 9.573448 4.157114 0.017750 -0.023200 -0.022833
3.508268 -1.113675 9.495478 3.868624 0.012900 -0.009135 -0.013132
3.518404 -1.194244 9.529265 4.058352 0.001502 -0.001617 -0.007797
3.528539 -0.942141 9.339537 3.918005 0.010232 -0.010347 -0.013132
3.538708 -0.978527 9.477285 3.811446 0.001987 -0.001860 -0.005130
3.548877 -1.111076 9.555255 3.993377 -0.012321 0.001536 -0.000279
3.558983 -0.934344 9.422706 4.047956 -0.013777 0.004446 -0.008282
3.569120 -1.017512 9.609834 4.060951 -0.010624 0.005173 0.002388
3.579256 -1.007116 9.547458 4.128525 -0.009896 0.004203 -0.005857
3.589370 -0.913552 9.552656 4.136322 -0.008441 0.004931 -0.004402
3.599473 -0.900556 9.448696 3.915406 -0.017172 -0.001132 -0.017498
3.609602 -0.978527 9.394116 3.889416 -0.024447 0.002263 -0.017255
3.619955 -1.105878 9.633225 4.102535 -0.027842 0.004203 -0.002704
3.630080 -1.085086 9.620230 4.242881 -0.015959 -0.003072 0.001176
3.640189 -0.916151 9.570849 4.146718 -0.023719 0.007113 -0.002704
3.650313 -1.103279 9.594240 4.248079 -0.001166 -0.004527 0.009421
3.660548 -1.118873 9.498077 3.941396 -0.013534 0.005901 0.015726
3.670662 -0.973329 9.378522 4.081743 -0.031480 -0.001132 0.013301
3.680805 -0.942141 9.617631 4.281867 -0.015232 0.000808 0.033430
3.690905 -1.001918 9.500676 4.110332 -0.019597 -0.003800 0.028094
3.701037 -1.090284 9.583844 4.138921 -0.020324 0.003718 0.041432
3.711192 -0.968131 9.469488 4.146718 -0.008684 -0.000162 0.043130
3.721339 -1.025309 9.451295 4.001174 -0.016444 -0.001132 0.033672
3.731480 -0.814789 9.500676 3.980382 -0.016687 -0.003315 0.033430
3.741623 -0.968131 9.513671 4.037560 -0.028327 0.002506 0.030762
